Area,Item,Element,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Tunisia,Gross Domestic Product,Value US$,13519.51197,14283.162471000001,17014.069538,16038.489353,17163.868140000002,19795.275586,21504.388977000002,20746.659179,21802.978475,22943.285282,21473.485916,22065.910933000003,23141.732074,27454.007208,31183.951431999998,32272.178404000002,34376.664601,38909.880791,44855.069425,43455.740497000006,44051.138745,45811.168859,45044.353268,46252.262764,47633.093271,43172.97918,41802.053591,39813.043886,39895.097630000004
Turkey,Gross Domestic Product,Value US$,207420.947045,207923.724022,219010.268285,248368.87086300002,179855.478069,233085.150434,249804.37480700001,261386.748448,275743.046533,255894.738623,272971.313229,200253.872682,238423.947475,311826.076587,404776.16281199997,501422.605585,552504.9312989999,675754.083653,764322.912055,644656.632183,771876.791246,832546.2707979999,873981.786525,950595.270291,934167.8093209999,859794.177116,863711.710432,852669.15047,771355.0996399999
Turkmenistan,Gross Domestic Product,Value US$,3070.602111,3028.250945,2633.726193,2736.568446,2311.472666,2190.023668,2379.5417989999996,2681.068281,2861.812276,3856.9230770000004,4932.307692,6753.6486540000005,8699.983269,11283.414529000001,12166.388385,14181.320969999999,16212.822887999999,18489.186212,21628.517030000003,20214.385965,22583.157895,29233.333333,35164.280702,39197.543860000005,43524.210526,36051.602135,36169.428571,37915.175476,40749.261428
Turks and Caicos Islands,Gross Domestic Product,Value US$,105.910726,119.08520700000001,133.400394,152.914601,171.948949,190.50344099999998,214.01646000000002,235.317161,265.16213999999997,294.589583,319.443334,358.744802,366.707912,409.75364,485.59880599999997,578.645758,721.891473,773.4897440000001,862.683634,703.175747,686.7878139999999,728.789574,715.722768,740.777,823.968,893.502,950.358,962.5263359999999,1022.3125369999999
Tuvalu,Gross Domestic Product,Value US$,9.539,10.145230999999999,10.709079,9.578664,11.428251,11.762504,12.493198,13.397557,12.981361999999999,13.782251,13.834106,13.278695,15.534084,18.357812,21.62796,21.679348,22.893155,27.015663,30.005404,26.925702,31.395699,38.252594,37.201177,37.10794,36.782746,35.03817,39.545504,43.912496999999995,46.039144
Uganda,Gross Domestic Product,Value US$,4317.904883,3500.3010719999997,3759.194856,3885.267224,6109.850127000001,7148.4251939999995,7244.064694,7801.397315,7493.399837000001,7114.1734129999995,6778.753495,7046.787987000001,7412.7896709999995,7834.565334999999,9375.215636,11158.13291,12237.265413,15057.535087,18201.246098,19057.174209,19683.140499,21482.56043,24445.697397,25713.233607,27829.403632999998,25097.89618,25423.489483,27208.082675,30098.103261
Ukraine,Gross Domestic Product,Value US$,93471.227992,88226.480762,81261.826281,71356.341342,56165.719853999995,50375.858048,46146.055635000004,51937.951282,43374.410981,32705.564369,32375.081951,39309.154142,43956.163612000004,52010.352502,67217.871023,89238.86511900001,111884.752475,148733.86138599998,188110.375779,121552.14824400001,136012.480322,163160.432769,175780.73379600001,183310.146378,133503.867182,91030.968761,93355.868978,112190.328583,130832.411281
United Arab Emirates,Gross Domestic Product,Value US$,51363.957467,52225.758567000004,54948.005423,56352.19995,60080.131151,66602.765376,74532.671762,79866.461487,76663.32350900001,85548.96132999999,105700.982176,104661.744313,111251.308555,125971.34903900001,149756.056208,182977.708322,225019.084677,261286.649417,319597.350364,256860.75713200003,289787.452661,350666.05839200004,374590.65768299997,390107.528483,403137.207535,358134.94441999996,357045.156019,377701.060178,414178.94259299996
United Kingdom of Great Britain and Northern Ireland,Gross Domestic Product,Value US$,1093213.710428,1142766.274398,1179713.014952,1061457.883634,1140443.311074,1341651.8413459999,1415450.995323,1558986.081396,1650107.762641,1682516.759441,1657739.274281,1640352.405151,1784411.516384,2053110.956002,2417020.0300270002,2538687.692993,2713816.346307,3101058.149888,2922848.614229,2410837.449513,2475244.321361,2659310.054646,2704887.6783869998,2786022.872707,3063803.2402080004,2928591.0020029997,2694283.209613,2666229.1799580003,2855296.731522
United Republic of Tanzania,Gross Domestic Product,Value US$,6658.735945,7525.987919,6715.686458,6137.23914,6331.157794,7384.167137,9138.43975,10803.493818,11761.689145,12055.660378,12667.236176999999,12927.070589,13453.431193,14503.985345,15970.895191999998,17611.287029,19388.032363,22401.47865,28516.052318000002,29741.583017,32369.976694,34905.297049,40374.318698,46745.268805,51239.816559,48562.445692,51036.121975,54724.041971000006,58763.270321
United States of America,Gross Domestic Product,Value US$,5963144.0,6158129.0,6520327.0,6858559.0,7287236.0,7639749.0,8073122.0,8577552.0,9062817.0,9630663.0,10252347.0,10581822.0,10936418.0,11458246.0,12213730.0,13036637.0,13814609.0,14451860.0,14712845.0,14448932.0,14992052.0,15542582.0,16197007.0,16784851.0,17527258.0,18224780.0,18715040.0,19519424.0,20580223.0
Uruguay,Gross Domestic Product,Value US$,9239.41892,11095.737334,14222.511106,16568.270579,19298.684424000003,21312.174665000002,22657.097697999998,23969.738389,25385.887793,23983.931988999997,22823.249545,20898.758300999998,13606.503906999998,12045.652609,13686.372969,17362.839378,19579.486729,23410.566858000002,30366.193329,31660.914910000003,40284.556645,47962.411092,51264.476757,57531.224151,57235.936036,53274.361111,52687.599875,59530.101407,59596.960264
USSR,Gross Domestic Product,Value US$,790865.979354,434014.5897730902,464176.91715837293,469155.4846498073,501526.11928477767,558697.6684037612,571235.2538342264,567396.1773766587,566231.776363786,586261.6313285844,599379.3639679423,598177.308463605,624215.925111432,704384.1321981852,795161.2275671479,854169.8431216616,927346.1818655512,1050779.8727306856,1147770.039630822,1089024.2965898905,1188506.894730575,1326324.4945848295,1352943.0092535857,1402030.1058709715,1440541.9153637511,1362623.471809384,1382563.9891510208,1470293.984579858,1563047.9591944248
Uzbekistan,Gross Domestic Product,Value US$,17670.080184,18177.762338,16509.710996,16513.042371,15988.809078,16177.150416999999,16753.407,18641.128673,17994.380804,20507.843171,16520.375874,11074.185621999999,11721.824024,12056.702234,14344.357411,17085.010605,20624.380182,26534.59986,35192.7236,40170.44715,46909.050546,56808.246571,64003.298614,68997.174262,76658.54412400001,81847.409755,81779.019113,59159.9487,50499.92009
Vanuatu,Gross Domestic Product,Value US$,171.483937,204.237673,213.043503,219.337073,240.477206,272.633331,283.348298,285.2879,259.835075,265.005465,264.975213,254.95911600000002,264.21950400000003,314.455046,364.996869,394.962432,439.376662,526.42831,607.9588160000001,610.066438,700.804045,792.149996,781.7028740000001,801.787556,814.950466,759.689266,804.3281860000001,880.046992,888.932153
Venezuela (Bolivarian Republic of),Gross Domestic Product,Value US$,47036.422264,51726.320757,58464.413010000004,58097.601868,57163.049494000006,74888.970833,68255.72466,85837.77883899999,91336.823522,97972.842462,117146.477769,122911.042274,92889.44399,83529.234838,112451.357067,145513.578179,183477.41034,230364.22915700002,315600.372613,329419.189567,393805.672596,316482.875994,381285.990721,371338.321702,363480.401902,344416.526585,288684.86477800005,248029.43664899998,208338.475198
Viet Nam,Gross Domestic Product,Value US$,6471.744896,7642.396514,9866.997753,13180.955662999999,16281.180655000002,20736.258012000002,24657.50693,26843.623395,27209.60205,28683.727991000003,31172.627976,32685.198808999998,35064.105501,39552.513231,49494.347771,57633.255739,66371.664817,77414.42553200001,99130.304099,106014.659563,115931.74990499999,135539.43855999998,155820.00192,171222.02539,186204.652922,193241.122949,205276.171343,223779.86614899998,244901.10410300002
Yemen,Gross Domestic Product,Value US$,4028.718868,4177.917218,4482.478426,4775.365384000001,4982.870713,5934.613665,7283.682336,7796.848612999999,7250.960868000001,8693.539127,10864.562834999999,11240.44601,12247.088236,13555.49052,15616.652725,19041.162981999998,22812.476328,25633.674769,30397.201735000002,28459.502979,30906.751818,31078.858676,32074.7684,34755.287255,33224.132578,26660.296291,24742.60372,24152.03881,26671.579499
Yemen Ar Rp,Gross Domestic Product,Value US$,3595.114987,434014.5897730902,464176.91715837293,469155.4846498073,501526.11928477767,558697.6684037612,571235.2538342264,567396.1773766587,566231.776363786,586261.6313285844,599379.3639679423,598177.308463605,624215.925111432,704384.1321981852,795161.2275671479,854169.8431216616,927346.1818655512,1050779.8727306856,1147770.039630822,1089024.2965898905,1188506.894730575,1326324.4945848295,1352943.0092535857,1402030.1058709715,1440541.9153637511,1362623.471809384,1382563.9891510208,1470293.984579858,1563047.9591944248
Yemen Dem,Gross Domestic Product,Value US$,697.315802,434014.5897730902,464176.91715837293,469155.4846498073,501526.11928477767,558697.6684037612,571235.2538342264,567396.1773766587,566231.776363786,586261.6313285844,599379.3639679423,598177.308463605,624215.925111432,704384.1321981852,795161.2275671479,854169.8431216616,927346.1818655512,1050779.8727306856,1147770.039630822,1089024.2965898905,1188506.894730575,1326324.4945848295,1352943.0092535857,1402030.1058709715,1440541.9153637511,1362623.471809384,1382563.9891510208,1470293.984579858,1563047.9591944248
Yugoslav SFR,Gross Domestic Product,Value US$,69896.187192,434014.5897730902,464176.91715837293,469155.4846498073,501526.11928477767,558697.6684037612,571235.2538342264,567396.1773766587,566231.776363786,586261.6313285844,599379.3639679423,598177.308463605,624215.925111432,704384.1321981852,795161.2275671479,854169.8431216616,927346.1818655512,1050779.8727306856,1147770.039630822,1089024.2965898905,1188506.894730575,1326324.4945848295,1352943.0092535857,1402030.1058709715,1440541.9153637511,1362623.471809384,1382563.9891510208,1470293.984579858,1563047.9591944248
Zambia,Gross Domestic Product,Value US$,3794.8104229999994,3376.806697,3307.3078649999998,3273.5077539999997,3656.8679899999997,3806.99807,3597.2348700000002,4303.317427,3537.731099,3404.285909,3600.6303759999996,4094.4519909999995,4193.839169,4901.869723,6221.109722,8331.86398,12756.947254,14056.884797,17911.045754,15328.304688,20265.400494999998,24487.593152,24848.207057,26585.248763,26693.142356,20858.963739,21452.664077,25868.138215,27282.854512
Zimbabwe,Gross Domestic Product,Value US$,13560.131346,12652.473104,10433.668192000001,10135.143613,10656.132607,11063.283545999999,13466.389366999998,13854.127988,9705.756429000001,9225.079569,8720.51533,8659.189674,8215.468047,7746.503219,7416.273145,7189.091952,7048.947784999999,6958.294806999999,6348.180738,9665.793264,12041.655176999999,14101.920306999999,17114.84988,19091.019987,19495.519631,19963.120615,20548.678073,22040.902301,24311.560545
World,Gross Domestic Product,Value US$,23763600.422126003,23980163.336179998,25617494.011533998,26077968.639925,27810505.036638,30854955.840084,31503511.479340997,31351806.866977002,31181811.898773998,32369310.192278,33289963.327590004,33148878.411643,34477507.89868,38709655.542112,43586897.226840995,47234031.426081,51211717.089312,57762902.873687,63433557.541035,60178611.867799,65861060.15554301,73168140.978932,74727529.73269,76842207.009562,78701097.5055,74348133.02176899,75475891.834958,80198464.652789,85085189.338679
Africa,Gross Domestic Product,Value US$,565983.0947199999,569406.43458,584573.497579,574566.484907,542104.828117,584724.33249,613750.103771,634452.893084,626886.7359590001,635734.252523,652575.3733770001,640017.90552,659845.849104,784417.419068,953572.05996,1127603.6699329999,1308554.849567,1523592.300867,1859573.6205650002,1747395.325783,2038119.9956599998,2197563.879719,2386221.345474,2444737.8311349996,2547107.167307,2306278.760977,2152313.179484,2234232.9754689997,2365243.3243509997
Eastern Africa,Gross Domestic Product,Value US$,83438.282738,83655.69059,75263.36674099999,66476.148143,61883.67236799999,69248.407511,77357.385085,83196.319835,80845.661922,78752.486002,79195.002887,80153.166275,81416.99143400001,89270.03381000001,98411.818581,112226.997614,129421.73177,152449.953601,199856.422021,200943.930394,217859.691589,246196.9636,272381.097405,299885.10918,326728.024105,321978.80240700004,330835.04523000005,364120.64581300004,393668.873916
Middle Africa,Gross Domestic Product,Value US$,54041.48495499999,55378.839926,57094.636246,55841.769720000004,39801.938146,36080.914681,40557.163044,41366.336814,39753.117115,39227.511478,43747.939408,44011.645886,50432.088153,59773.590907000005,75684.871062,99547.560405,123784.1037,148948.735779,194187.378845,163203.654992,189046.052395,238380.86155700003,260211.754285,274744.053711,291979.58452699997,237286.661837,221944.10521999997,245958.566725,250275.82531100002
Northern Africa,Gross Domestic Product,Value US$,185320.600198,178469.155058,193877.071157,194478.811347,194315.646698,207392.13477899999,224980.78764099997,233053.457645,239902.07678600002,249485.021813,262287.427799,257264.031112,249001.360148,269336.734648,315480.74713699997,373105.594199,428457.532961,507201.948819,681017.579118,639537.702986,718391.165723,687196.836533,792357.942521,763374.533424,784381.938279,729675.167135,680393.779166,661194.419941,666216.4768180001
Southern Africa,Gross Domestic Product,Value US$,125089.44764500001,134144.844525,145780.340264,145488.719308,151797.680237,166991.083688,159150.123904,164679.002753,149079.430547,148579.682668,148600.765488,132828.652821,126377.15226900001,190881.520576,248205.22052600002,279561.98506700003,294518.509074,324386.978663,311365.649148,320527.042551,406241.72488,451786.978064,431331.11477399996,401388.155216,386711.458224,350024.77469299996,329418.916029,387003.329621,408568.996907
Western Africa,Gross Domestic Product,Value US$,118093.27918399998,117757.90448099999,112558.083171,112281.03638900002,94305.890669,105011.791831,111704.644096,112157.776036,117306.44958900001,119689.55056300001,118744.237796,125760.40942699999,152618.2571,175155.539126,215789.402654,263161.532647,332372.972061,390604.684004,473146.591432,423182.99486,506581.36107299995,574002.2399640001,629939.436489,705345.979603,757306.162172,667313.3549060001,589721.3338390001,575956.013368,646513.1514
Americas,Gross Domestic Product,Value US$,7755042.88172,8071430.6106199995,8528886.760156,9014014.161164999,9729798.188725999,10217194.184282001,10825866.323866,11556025.450705001,12031716.322441,12421755.533426,13307851.799007,13587761.388806,13727898.444283,14425601.38578,15612345.322358,17079625.474264,18495054.096363,19880070.402116,20867221.488952,20148124.919085,21966966.890775,23423272.682984,24211655.768151,24992504.614010997,25673484.655569002,25283841.7964,25522275.870424,26950282.380124,27867704.457793
Northern America,Gross Domestic Product,Value US$,6562368.806639,6773862.306607,7117975.710100999,7440918.292692,7870636.041449,8249550.242267999,8707745.959582001,9236636.87606,9701217.726014,10313620.127731,11001760.014065,11325688.588367999,11702273.253557,12359560.684398,13246711.546845,14216498.208883999,15141295.919645999,15928830.593749,16274456.130724,15832025.369884,16617673.904301,17343707.037222,18033870.847308,18640389.947293,19339298.996368,19789296.974522,20254113.059033,21178707.092544,22302188.093363002
Central America,Gross Domestic Product,Value US$,332658.122814,394408.060421,454984.49644399993,544418.249829,575008.7053850001,412217.55878200004,465524.350158,559947.350061,591037.301954,665727.070404,776760.047403,829454.598898,848517.0641600001,809355.997093,868565.687934,972211.6682600001,1080519.5148,1172918.016639,1246609.437928,1037264.9567790001,1210270.728082,1354320.005676,1390354.7048209999,1476693.146828,1529683.464068,1402100.776402,1322542.169422,1418016.004098,1492058.729024
Caribbean,Gross Domestic Product,Value US$,95727.79697699999,93345.430675,94231.202844,99060.670719,110863.489673,120339.16273599998,121941.122983,130282.375125,141024.984202,151174.255029,161621.547178,172828.895049,178928.275328,181383.180522,194851.858101,225686.04273400002,247407.962316,269501.571718,288258.42971399997,280556.486357,294365.77069499996,312063.60523499997,321750.496294,326480.115827,334740.660604,344059.099651,350057.268403,361871.500456,371468.472447
South America,Gross Domestic Product,Value US$,764288.155289,809814.812916,861695.350767,929616.947925,1173289.952219,1435087.220495,1530654.891143,1629158.849459,1598436.310272,1291234.080262,1367710.1903620001,1259789.3064909999,998179.851238,1075301.523767,1302216.229478,1665229.5543860001,2025830.699602,2508820.220011,3057897.490585,2998278.106066,3844656.487697,4413182.034852,4465679.7197279995,4548941.404062999,4469761.5345290005,3748384.945826,3595563.3735660003,3991687.783026,3701989.1629589996
Asia,Gross Domestic Product,Value US$,5415441.413625,5962765.638098001,6515349.07603,7326898.531533,7872779.366744,8944790.044845,8705991.835461,8385924.215898,7626063.648055,8479005.237680001,9159964.487047,8594123.255032001,8805932.999876,9743838.191291,11003965.467597,12016548.924957002,13043660.82657,14914612.631706,17265532.299011,17560043.078579,20513361.967149,23801842.147953,25243206.287901998,25661772.936627,26465169.845906,26124761.60815,27096777.808707003,28991122.499553002,31231747.276548
Central Asia,Gross Domestic Product,Value US$,55862.59801,53732.280773,49764.775652,47416.256749,43156.011632,41638.789932,43027.565388,46167.255504,45937.417059,43559.886583,41975.436998000005,42588.632538,47885.134483,57650.360612000004,73950.711602,93162.570286,123505.38980599999,157395.709022,200564.090236,185362.95707,227976.094359,291388.565808,321404.32103,360670.551319,358303.12605900003,316820.17495300004,268992.56347399997,278741.681842,286204.927363
Eastern Asia,Gross Domestic Product,Value US$,3910532.940763,4439957.003277,4884160.693326,5607770.221987001,6090696.3044650005,6912308.700205,6490078.861343,6144595.695593,5632725.946198001,6337670.440472,6865345.805949,6379307.0859199995,6399120.655584,6991135.793394,7756854.088281,8185891.169505,8561760.547422,9487427.433423,10939637.45732,11529889.078150999,13209254.377258,15273550.73459,16347687.882841,16453378.708379,17149633.084324,17253591.011584,17958919.63479,19048466.875476997,20747687.866853
Southern Asia,Gross Domestic Product,Value US$,522651.43604899995,500287.058097,516261.169903,519662.63831300003,563532.666565,625198.526711,661282.98732,688177.646189,690688.380781,730157.274074,739817.8599180001,760120.867956,821580.639906,931990.8892069999,1091922.6985620002,1270195.089686,1462998.901406,1827982.902,1995126.5518029998,2072356.9264369998,2542992.2696310002,2917121.536442,2919827.794422,2949541.923625,3035007.977357,3129878.5415689996,3339689.874768,3777179.2655129996,3949687.647886
South-eastern Asia,Gross Domestic Product,Value US$,372691.637678,416725.449108,472711.635137,529876.387386,605469.016875,703924.856028,782767.91409,741517.637032,498054.18308000005,584633.471064,623755.975594,602321.775101,675385.801903,757497.694504,854128.011298,958892.688183,1149094.800119,1371333.7108530002,1593293.337236,1589714.456103,1980866.225389,2301700.4638259998,2438362.774039,2517431.7646810003,2537680.150196,2466780.96199,2586533.565277,2783868.639715,2974090.047981
Western Asia,Gross Domestic Product,Value US$,553702.801124,552063.846842,592450.802011,622173.0270979999,569925.3672069999,661719.1719689999,728834.50732,765465.98158,758657.720937,782984.165487,889069.4085889999,809784.893516,861960.767999,1005563.4535739999,1227109.9578530001,1508407.4072959998,1746301.187818,2070472.876407,2536910.8624150003,2182719.6608169996,2552273.0005119997,3018080.8472869997,3215923.5155700003,3380749.9886229998,3384545.50797,2957690.918054,2942642.170398,3102866.037006,3274076.786466
Europe,Gross Domestic Product,Value US$,9644360.872578999,8988350.384684,9604182.004166,8782391.907209,9231305.347107,10634971.676302,10834316.429624,10250661.216201,10433540.340508,10329592.990497,9690486.072143,9867759.11417,10770289.193617,13093710.138952,15213500.67905,16109893.761963,17407754.737877,20290719.220746,22216293.147493,19553917.431719,19860114.545824,21987886.845592,21074575.625289,21963158.489357002,22301086.530830998,19160795.715891,19159108.832334,20353839.994347,21908724.538089
Eastern Europe,Gross Domestic Product,Value US$,1745498.538953,876770.726502,806488.4081069999,783186.922759,744935.8733239999,794157.180724,802755.887642,813930.540516,703446.822209,598260.7248890001,658413.366634,750765.8350119999,844568.714604,1024814.2115629999,1314707.177261,1628297.525252,1983184.357135,2567548.325457,3228442.072725,2505442.030923,2864772.054748,3522683.0222279998,3615939.919028,3779766.9935629996,3536932.8506910005,2627185.649827,2560721.349901,3007953.077093,3262794.914646
Northern Europe,Gross Domestic Product,Value US$,1833661.1874880001,1884547.8660549999,1939274.570416,1700512.425874,1833634.899504,2171076.364373,2290817.992191,2399358.628371,2506842.097244,2562193.2493060003,2514214.9515,2493740.778427,2732079.504173,3219706.184804,3769516.875415,3992198.2684739996,4297353.941316,4949926.403516,4939284.479444,4138775.97559,4286874.105171,4697566.990699,4684710.14272,4864854.956267,5152865.686905,4755721.794809,4548427.929221,4654689.6999160005,5005288.423452999
Southern Europe,Gross Domestic Product,Value US$,2058798.9189099998,2097324.5793709997,2239893.051556,1850538.8199349998,1910266.432668,2131771.358478,2313067.097736,2178636.6259290003,2245449.0511459997,2242214.013383,2064350.1679810002,2132331.4155220003,2357507.609621,2965517.328245,3440737.831153,3606698.387473,3857191.0431379997,4446934.972891999,4884006.755008,4469275.281557,4302126.628876001,4531955.148130001,4081678.4469709997,4182891.495703,4218542.778861,3619793.8125489997,3712365.2512,3919151.1825550003,4209516.020923001
Western Europe,Gross Domestic Product,Value US$,4006402.227228,4129707.2127559995,4618525.974087,4448153.73864,4742468.1416110005,5537966.772727,5427675.452055001,4858735.421386,4977802.369908,4926925.002919001,4453507.586027,4490921.085209,4836133.365219,5883672.414340001,6688538.79522,6882699.580764,7270025.396288,8326309.518882001,9164559.840316,8440424.143649,8406341.757028999,9235681.684534,8692247.11657,9135645.043823,9392745.214375,8158094.458705001,8337594.302011,8772046.034784,9431125.179067
Oceania,Gross Domestic Product,Value US$,382772.159483,388210.268198,384502.673604,380097.555111,434517.30594399996,473275.602165,523586.78661899996,524743.091089,463604.851812,503222.17815299996,479085.59601499996,459216.748116,513541.4118,662088.407022,803513.6978770001,900359.5949649999,956692.578935,1153908.318252,1224936.985014,1169131.112633,1482496.7561360002,1757575.422683,1811870.7058740002,1780033.138432,1714249.3058870002,1472455.140351,1545416.14401,1668986.803296,1711769.741898
Australia and New Zealand,Gross Domestic Product,Value US$,369254.12607600004,373416.426933,368128.400293,362970.84232199995,416146.213337,454245.794504,504038.97644399997,505776.631016,446758.086917,486489.71880100004,463218.367783,444217.906325,497691.696571,642332.518009,780783.178432,875660.3779440001,929846.032117,1122457.9824950001,1190287.6543989999,1136176.059615,1446046.9079870002,1715150.926887,1766900.445594,1734000.732198,1665090.1298870002,1426321.229596,1499919.819749,1621521.2969469998,1661791.1613409999
Melanesia,Gross Domestic Product,Value US$,9185.340554999999,10271.346528,11511.080573000001,12440.795452,13423.263961,13532.682096999999,14148.212688999998,13758.45139,11509.87861,11421.253419,10981.050694,10176.883204,10707.602267,13461.653296,15650.578441,17353.4731,19266.039251,22845.895757,25470.002721,24408.097731,28166.933676,33760.118051,36684.655677999996,37437.691850999996,40371.946236,38235.238445999996,37345.310609,38897.055298,40947.504874
Micronesia,Gross Domestic Product,Value US$,405.17686299999997,438.922689,465.092071,476.77214699999996,505.23780300000004,544.435867,563.059694,553.957218,565.867426,565.409821,588.424832,597.568423,620.822231,648.435309,676.666159,713.823085,724.711774,761.379147,798.980831,805.1052070000001,864.015416,949.010491,1034.771112,1035.0781060000002,1057.903072,1050.4330730000001,1131.380134,1176.043919,1184.732097
Polynesia,Gross Domestic Product,Value US$,3927.5159869999998,4083.5720490000003,4398.100667000001,4209.14519,4442.590843,4952.689697999999,4836.537792,4654.051466,4771.018859000001,4745.796112,4297.752707,4224.390164,4521.290731,5645.800408,6403.274844,6631.920836,6855.795793000001,7843.060853,8380.347063,7741.8500810000005,7418.899057,7715.367254000001,7250.833489,7559.636278,7729.326692000001,6848.239234999999,7019.633518000001,7392.407131999999,7846.343585
European Union (28),Gross Domestic Product,Value US$,7606718.519536999,7869115.7727270005,8559083.978066001,7808741.409227001,8289851.290502001,9628364.077721002,9839105.228646,9284688.69169,9610255.650804,9600364.896088,8908934.064024001,9017052.869817,9822075.374265,11951277.570432,13800774.605147,14427364.412726002,15400122.860728,17798247.876966,19154070.747393,17117507.356442,17015115.429265,18399745.26055,17339485.286472,18077370.861432,18695094.708239,16474207.286014002,16576857.211204998,17399443.772306,18775802.95891
Least Developed Countries,Gross Domestic Product,Value US$,185994.36645,186544.48296,185408.387097,178265.624849,158995.60603,169943.120643,179170.371184,188523.288773,186797.317424,190486.23244700002,198529.757638,204269.607415,220675.260998,247069.048554,285033.749257,336165.300163,404910.87262800004,488030.33638100006,654195.794841,644516.627109,725899.876867,774079.441791,821236.5705850001,893064.5796190001,968970.320465,940961.7129209999,967657.897233,1087211.3277389999,1076864.353613
Land Locked Developing Countries,Gross Domestic Product,Value US$,151888.812643,149739.875126,139354.626845,132233.146032,125531.609549,134293.290551,141849.930601,148439.129067,141906.436085,137650.65832000002,136892.471552,138931.42274,147593.188901,170554.296441,206304.816727,249744.198847,310234.934042,389403.054502,506428.853834,483934.37243900006,571542.135223,699767.966217,750210.361476,822724.897659,847317.3872560001,765625.695545,710805.116992,762309.218623,808038.943245
Small Island Developing States,Gross Domestic Product,Value US$,160190.026715,166246.35028299998,176445.282835,191415.25760399998,218522.900558,244319.40221300002,255937.798362,267667.155268,262029.11069200002,273390.086911,294548.906677,298412.241682,309761.915024,324780.49356100004,362877.267849,413475.11249,463101.425512,528191.072909,571521.7789800001,557434.787741,624137.893961,695285.7894649999,726278.4302439999,752277.6948729999,772481.599451,767365.9892760001,783547.138279,822856.061932,864668.635948
Low Income Food Deficit Countries,Gross Domestic Product,Value US$,615424.098028,576072.45143,572623.577203,559587.616395,566875.504866,640572.976308,686765.280147,730516.6277760001,740009.5288689999,778502.428265,788021.750416,807197.893315,847169.2432050001,972488.185299,1130761.472814,1310200.0788739999,1501389.8451059998,1853933.493034,2128099.0442029997,2190648.6108729998,2640762.605534,2899456.458172,2938421.112342,3078528.5690849996,3291872.3174759997,3395586.809795,3591147.731711,4038784.953018,4233294.8935279995
Net Food Importing Developing Countries,Gross Domestic Product,Value US$,511037.203974,529193.316788,557105.223408,549123.258605,565098.299808,645387.643306,666116.922542,707195.062574,724173.221897,739559.718409,774380.138899,782611.217361,785763.134322,833972.530161,959367.475666,1122593.712184,1316599.684902,1556054.244888,1921808.2174080003,1948951.708005,2201379.869469,2304850.620637,2506882.393671,2613934.318682,2774750.4881619997,2742601.459464,2697141.311541,2788991.40533,2829886.8428330002
